created_at,id,retweeted_status.created_at,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,text,user.followers_count,user.friends_count,user.id,user.screen_name,Time Difference,Weight,size
17:50:10,796047173012127744,,,,,,,"When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tDjl3MysdY",266226,97513,341190477,TheRickyDavila,,,2.730159055715648
17:50:56,796047366742769664,17:50:10,3.0,266226.0,97513.0,341190477.0,TheRickyDavila,"RT @TheRickyDavila: When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tD…",1196,895,2795615241,MyNextLifeDebi,0 days 00:00:46.000000000,187.82608695652172,1.336312849162011
17:51:44,796047567851114496,17:50:10,6.0,266228.0,97502.0,341190477.0,TheRickyDavila,"RT @TheRickyDavila: When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tD…",24,73,789137832744931328,ClaudsG7,0 days 00:01:34.000000000,91.91489361702128,0.3287671232876712
17:51:45,796047572724957184,17:50:10,7.0,266228.0,97502.0,341190477.0,TheRickyDavila,"RT @TheRickyDavila: When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tD…",346,1243,860185446,itsxjustxcarls,0 days 00:01:35.000000000,90.94736842105263,0.27835880933226065
17:52:03,796047648046411776,17:50:10,10.0,266226.0,97513.0,341190477.0,TheRickyDavila,"RT @TheRickyDavila: When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tD…",3657,644,115765887,EmilySuess,0 days 00:01:53.000000000,76.46017699115045,5.678571428571429
17:52:12,796047682825375744,17:50:10,12.0,266228.0,97502.0,341190477.0,TheRickyDavila,"RT @TheRickyDavila: When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tD…",219,554,754050114046402560,EvilMachinery,0 days 00:02:02.000000000,70.81967213114754,0.3953068592057762
17:52:36,796047786315841536,17:50:10,16.0,266226.0,97513.0,341190477.0,TheRickyDavila,"RT @TheRickyDavila: When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tD…",376,269,418066988,DiegoZambrano98,0 days 00:02:26.000000000,59.178082191780824,1.3977695167286246
17:52:41,796047807224299520,17:50:10,18.0,266228.0,97502.0,341190477.0,TheRickyDavila,"RT @TheRickyDavila: When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tD…",564,220,1102031,lscott,0 days 00:02:31.000000000,57.21854304635762,2.5636363636363635
17:52:45,796047824664207360,17:50:10,19.0,266228.0,97502.0,341190477.0,TheRickyDavila,"RT @TheRickyDavila: When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tD…",305,381,112285646,karen_kids,0 days 00:02:35.000000000,55.74193548387096,0.800524934383202
17:52:46,796047828011384832,17:50:10,20.0,266226.0,97513.0,341190477.0,TheRickyDavila,"RT @TheRickyDavila: When a ""Presidential"" candidate can't even trust his own wife to vote for him. #NeverTrump #ElectionDay https://t.co/tD…",71,330,707034946230206465,TheJillJ,0 days 00:02:36.000000000,55.384615384615394,0.21515151515151515
